Name,City,CuisineStyle,Ranking,Rating,NumberofReviews
Efcharis,Athens,"['Seafood', 'Mediterranean', 'European', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",40,4.5,2026
O Kostas,Athens,"['Fast Food', 'Mediterranean', 'Greek']",41,4.5,612
Attalos,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options']",42,4.5,396
Ergon,Athens,"['Mediterranean', 'Greek', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",43,4.5,491
2MAZI Restaurant,Athens,"['Mediterranean', 'European', 'Greek', 'Contemporary', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",44,4.5,554
Oinoscent,Athens,"['Mediterranean', 'Greek', 'Wine Bar', 'Vegan Options', 'Gluten Free Options']",45,4.5,224
Spiti Mas,Athens,"['Cafe', 'Mediterranean', 'European', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",46,5,135
Aspro Alogo,Athens,"['Mediterranean', 'European', 'Greek', 'Vegetarian Friendly', 'Vegan Options']",47,4.5,717
Spondi,Athens,"['French', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",48,4.5,671
Maiandros,Athens,"['Seafood', 'Mediterranean', 'European', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",49,4.5,1665
Taqueria Maya Athens,Athens,"['Mexican', 'Latin', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",50,4.5,443
Mavro Provato at,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",51,4.5,494
Tudor Hall,Athens,"['Mediterranean', 'European', 'Greek', 'Vegetarian Friendly', 'Gluten Free Options']",52,4.5,276
Ama Lachei at Nefeli's,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",53,4.5,365
Yard restaurant,Athens,"['Mediterranean', 'European', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",54,4.5,729
To Kafeneion,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options']",55,4.5,826
Piato El Greco,Athens,"['Seafood', 'Mediterranean', 'European', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",56,4.5,245
The Greco's Project,Athens,"['Greek', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",57,4.5,1488
Gefstiki Gonia,Athens,"['Mediterranean', 'Barbecue', 'Greek', 'Vegetarian Friendly']",58,4.5,219
Atlantikos,Athens,"['Seafood', 'Mediterranean', 'Greek', 'Vegetarian Friendly', 'Gluten Free Options']",59,4.5,227
Athinaikon Restaurant,Athens,"['Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",60,4.5,932
To Paradosiako,Athens,"['Steakhouse', 'Mediterranean', 'Barbecue', 'Greek']",61,4.5,147
Alexander the Great Greek Restaurant,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly']",62,4.5,592
Nikitas,Athens,"['Mediterranean', 'European', 'Greek', 'Vegetarian Friendly', 'Vegan Options']",63,4.5,214
BeerTime,Athens,"['Greek', 'Bar', 'Pub', 'Brew Pub', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",64,4.5,457
Indian Chef,Athens,"['Indian', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",65,4.5,503
Agora Restaurant-Bar,Athens,"['Seafood', 'Grill', 'Mediterranean', 'European', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",66,4.5,487
Smile Cafe Restaurant,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",67,4.5,1915
Dionysos Zonar's,Athens,"['Mediterranean', 'European', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",68,4.5,1161
Strofi,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options']",69,4.5,2148
Diodos Archaias Agoras,Athens,"['Seafood', 'Diner', 'Greek', 'Vegetarian Friendly', 'Vegan Options']",70,4.5,534
Athens Beer Restaurant,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",71,4.5,745
Agora Select Restaurant,Athens,"['Mediterranean', 'European', 'Greek', 'International', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",72,4.5,406
Tzitzikas kai Mermigas,Athens,"['Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",73,4,1313
Kalamaki Bar,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",74,4.5,302
To Krasopoulio Tou Kokkora,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options']",75,4.5,441
Gods' Restaurant,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",76,4,1327
Melilotos,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",77,4.5,740
Kanella,Athens,"['Mediterranean', 'European', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",78,4.5,310
To Paradosiako (Evgenia),Athens,"['Seafood', 'Mediterranean', 'Greek', 'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options']",79,4.5,820
Baba Au Rum,Athens,,80,4.5,238
Mono Restaurant,Athens,"['Mediterranean', 'European', 'Greek', 'Vegan Options', 'Gluten Free Options']",81,4.5,663
Vassilenas,Athens,"['Seafood', 'Mediterranean', 'European', 'Greek', 'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options']",82,4.5,327
Rozalia,Athens,"['Mediterranean', 'Greek', 'Grill', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",83,4,705
Trata Fish Tavern,Athens,"['Seafood', 'Mediterranean', 'Greek', 'Soups', 'Vegetarian Friendly', 'Gluten Free Options']",84,4.5,215
360 Degrees,Athens,"['Cafe', 'Vegetarian Friendly', 'Vegan Options']",85,4,1085
Ellevoro,Athens,"['Greek', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",86,4.5,115
Electra Roof Garden Restaurant,Athens,"['Mediterranean', 'European', 'Greek', 'Vegetarian Friendly']",87,4.5,345
"Oinomageirion Rakadiko ""I Kriti""",Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",88,4.5,433
Basegrill Athens,Athens,"['Steakhouse', 'Barbecue', 'Greek', 'Gluten Free Options']",89,4,658
Kuzina,Athens,"['Mediterranean', 'European', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",90,4,1385
By The Glass wine bar & bistrot,Athens,"['International', 'Greek', 'Wine Bar', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",91,4,442
CTC,Athens,"['Mediterranean', 'European', 'Greek', 'Seafood', 'Vegetarian Friendly', 'Vegan Options']",92,5,135
Abibayio,Athens,"['Mediterranean', 'Greek', 'Seafood', 'Vegan Options', 'Vegetarian Friendly', 'Gluten Free Options']",93,4.5,178
Klimataria,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options']",94,4.5,788
Taverna Saita,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options']",95,4.5,280
O Thanasis,Athens,"['Mediterranean', 'Barbecue', 'Greek', 'Vegetarian Friendly']",96,4,3441
Savvas,Athens,"['Fast Food', 'Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",97,4,751
Cafe Avissinia,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",98,4,575
Taverna Aris,Athens,"['Seafood', 'Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",99,4.5,193
Ydria,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options']",100,4,795
Hard Rock Cafe Athens,Athens,"['Diner', 'American', 'Bar', 'Cafe', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",101,4,495
Elaea Mezedadiko,Athens,"['Seafood', 'Mediterranean', 'Greek', 'Grill', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",102,4.5,196
The Athens Gate Restaurant,Athens,"['Mediterranean', 'Greek', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",103,4.5,410
Belpaese,Athens,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options']",104,4.5,331
Galaxy Restaurant & Bar,Athens,"['Bar', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options']",105,4,656
Collage,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",106,4,322
Hytra,Athens,"['Greek', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",107,4,427
Vezene,Athens,"['Mediterranean', 'European', 'Greek', 'Vegetarian Friendly', 'Gluten Free Options']",108,4.5,529
Scholarchio Restaurant,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options']",109,4,1012
Filema Restaurant,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",110,4.5,268
Thea Terrace Bar,Athens,['Bar'],111,4.5,232
Myrtia,Athens,"['Mediterranean', 'Barbecue', 'Greek']",112,4.5,258
Mama Roux,Athens,"['Mexican', 'Arabic', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",113,4,528
Couleur Locale,Athens,"['Bar', 'Greek', 'Wine Bar', 'Vegan Options']",114,4.5,158
Zorbas,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",115,4,363
Sardelles,Athens,"['Seafood', 'Mediterranean', 'Greek', 'Vegetarian Friendly']",116,4.5,284
Rakor,Athens,"['Mediterranean', 'Greek', 'Contemporary', 'Healthy', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",117,4.5,155
Yiantes,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",118,4.5,229
Geros Tou Moria,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",119,4,324
Zampano,Athens,"['Mediterranean', 'Greek', 'Wine Bar', 'Bar', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",120,4.5,186
Anafiotika Cafe - Restaurant,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options']",121,4.5,666
ta5f Taverna,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options']",122,5,131
Telaro,Athens,"['Cafe', 'Mediterranean', 'European', 'Contemporary', 'Vegetarian Friendly', 'Vegan Options']",123,5,68
Enastron,Athens,"['Grill', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",124,4.5,163
Cookoovaya,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",125,4,576
Nerantzi,Athens,"['Pizza', 'Mediterranean', 'European', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",126,4.5,131
Aiolou 68,Athens,"['Seafood', 'Mediterranean', 'European', 'Greek', 'Vegetarian Friendly']",127,4.5,135
Kosta's Souvlaki,Athens,"['Fast Food', 'Mediterranean', 'Greek']",128,4.5,204
Barbadimos Syntagma,Athens,"['Greek', 'Mediterranean', 'Grill', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",129,4.5,92
Lostre Kouzina,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options']",130,4.5,190
Yoleni's,Athens,"['Mediterranean', 'Greek', 'Delicatessen', 'Grill', 'Cafe', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",131,4.5,162
Noel,Athens,"['Italian', 'Bar', 'Cafe', 'Mediterranean', 'European', 'Wine Bar', 'Central European', 'Vegetarian Friendly', 'Vegan Options']",132,4,468
East Pearl Chinese Restaurant,Athens,"['Chinese', 'Asian', 'Vegetarian Friendly']",133,4.5,199
Varka,Athens,"['Seafood', 'Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",134,4.5,78
Minnie The Moocher - Bar,Athens,"['Bar', 'Pizza', 'Cafe', 'Pub', 'Wine Bar', 'Vegetarian Friendly', 'Vegan Options']",135,4.5,162
Pita Bar,Athens,"['Fast Food', 'Mediterranean', 'Greek', 'Grill', 'Vegetarian Friendly']",136,4.5,111
Dia Tafta,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options']",137,4,487
Skyfall Cocktail & Food Bar,Athens,"['Bar', 'Mediterranean', 'Wine Bar', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",138,4.5,272
O Gyros pou Girevis,Athens,"['Fast Food', 'Mediterranean', 'Greek']",139,4.5,170
Peacock Roof Garden,Athens,"['Mediterranean', 'European', 'Greek', 'Vegetarian Friendly']",140,4.5,159
Sushimou,Athens,"['Sushi', 'Japanese', 'Seafood', 'Asian', 'Gluten Free Options']",141,5,116
Antica Cafe restaurant,Athens,"['Mediterranean', 'Greek', 'International', 'Vegetarian Friendly', 'Vegan Options']",142,4,347
Moma Rest & Cafe,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options']",143,4,351
Nakama,Athens,"['Japanese', 'Sushi', 'Asian', 'Vegetarian Friendly', 'Vegan Options']",144,4.5,152
Montakiou,Athens,"['Cafe', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",145,5,42
The James Joyce,Athens,"['Irish', 'Bar', 'European', 'Pub', 'Vegetarian Friendly']",146,4,234
Chocolat Royal,Athens,"['Mediterranean', 'Greek', 'International', 'Wine Bar', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",147,4.5,647
Anglais Athens,Athens,"['Italian', 'Mediterranean', 'Greek', 'Vegetarian Friendly']",148,4.5,57
Tylixto Greek Wrap,Athens,"['Fast Food', 'Mediterranean', 'Barbecue', 'Greek', 'Vegetarian Friendly']",149,4.5,165
The Zillers,Athens,"['Mediterranean', 'European', 'Greek', 'Vegetarian Friendly', 'Vegan Options']",150,4,157
Heterocliton Wine Bar,Athens,"['Bar', 'Greek', 'Wine Bar']",151,4.5,141
Colibri,Athens,"['Italian', 'Pizza', 'International', 'Vegetarian Friendly']",152,4,216
A for Athens Breakfast Lounge,Athens,"['Bar', 'Mediterranean', 'Greek', 'Vegan Options']",153,4.5,316
School Pizza Bar,Athens,"['Italian', 'Bar', 'Pizza', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options']",154,4,296
Oikeio,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options']",155,4,391
Rififi,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",156,4.5,169
Klepsidra Cafe,Athens,"['Cafe', 'Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options']",157,4.5,217
GH Attikos Restaurant,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",158,4,336
The Lazy Bulldog Pub,Athens,"['American', 'Bar', 'British', 'Pub']",159,4.5,86
Jing Chinese Restaurant,Athens,"['Chinese', 'Asian', 'Vegetarian Friendly', 'Vegan Options']",160,4.5,242
BabaJi Indian Food,Athens,"['Indian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",161,4.5,103
Neoklassiko,Athens,"['Fast Food', 'Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options']",162,4.5,244
The Old Tavern of Psarras,Athens,"['Seafood', 'Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",163,4,1192
Katsourbos,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options']",164,4.5,173
Trattoria Plaka,Athens,"['Pizza', 'Mediterranean', 'Greek', 'Italian', 'Vegan Options', 'Vegetarian Friendly']",165,4.5,206
Harvest Coffee & Wine,Athens,"['Cafe', 'Wine Bar', 'Vegetarian Friendly']",166,4,192
Manas Kouzina-Kouzina,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options']",167,4.5,311
Estiatorio Milos,Athens,"['Seafood', 'Mediterranean', 'European', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",168,4.5,292
Cave of Acropolis,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options']",169,4,532
Hi-Fai Grill House,Athens,"['Steakhouse', 'Greek', 'Barbecue', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options']",170,5,44
Falafel House,Athens,"['Lebanese', 'Fast Food', 'Mediterranean', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options']",171,4.5,124
43 Sarantatrio,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options']",172,4.5,236
Diporto,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly']",173,4.5,169
Vlassis Restaurant,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",174,4.5,218
Prosopa,Athens,"['Mediterranean', 'European', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",175,4.5,227
Novagea,Athens,"['Healthy', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",176,5,81
Aster,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options']",177,4.5,99
Eat at Milton's,Athens,"['Contemporary', 'Mediterranean', 'European', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",178,4,583
Stick Bar,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly']",179,4.5,128
Restaurant at the Acropolis Museum,Athens,"['Mediterranean', 'European', 'Greek', 'Vegetarian Friendly', 'Vegan Options']",180,4,940
Athiri,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly']",181,4.5,222
Ex Archis Gevmatopoleio,Athens,"['Mediterranean', 'Greek', 'Grill', 'Vegetarian Friendly', 'Vegan Options']",182,4.5,200
Fabrica De Vino,Athens,"['Bar', 'Greek', 'Wine Bar', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options']",183,4.5,136
Nice n Easy,Athens,"['Mediterranean', 'European', 'Greek', 'Healthy', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",184,4,258
Taverna Tou Psirri,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly']",185,4,283
Baba Ghanoush,Athens,"['Greek', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options']",186,4.5,77
Salero,Athens,"['Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options']",187,4.5,194
Xenios Zeus,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",188,4.5,217
Bock Beer Restaurant,Athens,"['Bar', 'European', 'Central European', 'Czech']",189,4.5,246
Oinopoleion,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options']",190,4.5,192
Gevomai Kai Magevomai,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly']",191,4.5,72
Piazza Duomo,Athens,"['Italian', 'Mediterranean', 'European', 'Greek', 'Vegetarian Friendly', 'Vegan Options']",192,4,461
Gyristroula,Athens,"['Fast Food', 'Mediterranean', 'Greek', 'Vegetarian Friendly']",193,4,226
Pera,Athens,"['Mediterranean', 'Greek', 'Middle Eastern', 'Armenian', 'Arabic', 'Vegetarian Friendly', 'Vegan Options']",194,4.5,62
Kiouzin,Athens,"['Greek', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",195,4.5,37
Mirch Indian Take Away,Athens,"['Indian', 'Fast Food', 'Vegetarian Friendly', 'Vegan Options']",196,4,370
Mylolithos,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options']",197,4.5,113
Seychelles,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options']",198,4,329
Indian Masala,Athens,"['Indian', 'Vegetarian Friendly', 'Vegan Options']",199,4,341
Mystic Pizza & Pasta,Athens,"['Italian', 'Pizza', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",200,4.5,129
Lontos,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options']",201,4.5,249
Oven Sesame,Athens,"['Fast Food', 'Greek', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options']",202,4.5,99
Nikiforos,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly']",203,4.5,123
Ta Skalakia,Athens,"['Mediterranean', 'Barbecue', 'Greek']",204,4.5,85
Indian Kitchen,Athens,"['Indian', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",205,4,298
Mikra Asia,Athens,"['Turkish', 'Greek', 'Middle Eastern', 'Halal']",206,4.5,62
Tazza,Athens,"['Bar', 'Cafe', 'Mediterranean', 'European', 'Wine Bar', 'Greek', 'Delicatessen', 'Gastropub', 'Vegetarian Friendly', 'Vegan Options']",207,4.5,99
Flavour Business Resto Cafe,Athens,"['Cafe', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options']",208,4.5,86
Bohemia,Athens,"['European', 'Czech', 'Eastern European', 'Central European']",209,4.5,106
Acropolis Secret Bar Restaurant,Athens,"['Mediterranean', 'European', 'Greek', 'Vegetarian Friendly']",210,4.5,83
Feedel Urban Gastronomy,Athens,"['Mediterranean', 'Greek', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",211,4,170
Diavlos,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options']",212,4.5,121
Zaxari & Alati Wine Restaurant,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options']",213,4.5,126
To Kafeneio,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly']",214,4.5,116
Kalamaki Kolonaki,Athens,"['Mediterranean', 'Barbecue', 'Greek', 'Vegetarian Friendly', 'Vegan Options']",215,4,207
Skoumbri,Athens,"['Seafood', 'Mediterranean', 'Greek', 'Vegetarian Friendly']",216,4,222
Anteti,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options']",217,4.5,58
Athinaia,Athens,"['Mediterranean', 'European', 'Greek', 'Vegetarian Friendly', 'Vegan Options']",218,4.5,60
Olympion,Athens,"['Greek', 'Vegetarian Friendly']",219,5,38
StreetWok,Athens,"['Asian', 'Chinese', 'Fast Food', 'Thai', 'Vegetarian Friendly', 'Vegan Options']",220,4.5,58
Bread and Roses,Athens,"['Greek', 'International', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options']",221,5,60
Athinaikon,Athens,"['Greek', 'Seafood', 'Mediterranean', 'Vegetarian Friendly']",222,4.5,133
Stamatopoulos Tavern,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options']",223,4,315
Avli,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options']",224,4.5,57
Duck Soup,Athens,"['Cafe', 'Mediterranean', 'Delicatessen', 'Gastropub', 'Street Food', 'Vegan Options']",225,5,62
Aneton,Athens,"['Mediterranean', 'European', 'Greek', 'Vegetarian Friendly', 'Vegan Options']",226,4.5,257
Enjoy Just Falafel,Athens,"['Fast Food', 'Mediterranean', 'Greek', 'Middle Eastern', 'Lebanese', 'Vegetarian Friendly', 'Vegan Options']",227,5,33
Olive Garden,Athens,"['European', 'Greek', 'Mediterranean']",228,4.5,220
Mystic,Athens,"['Mediterranean', 'Italian', 'Wine Bar', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",229,4.5,215
Relanti,Athens,"['Greek', 'Mediterranean', 'European']",230,5,49
En Athinais Alexandra,Athens,"['Fast Food', 'Mediterranean', 'Barbecue', 'Greek']",231,5,55
Brigante La Cucina del Quartiere,Athens,"['Italian', 'European', 'Pizza', 'Cafe', 'Vegetarian Friendly', 'Vegan Options']",232,5,47
Kiki de Grece,Athens,"['Mediterranean', 'Greek', 'Wine Bar', 'Vegetarian Friendly', 'Vegan Options']",233,4.5,170
Estia - Cafe Restaurant,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly']",234,4,672
Happy Blender,Athens,"['Healthy', 'Street Food', 'Bar', 'European', 'Pub', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",235,5,44
Cherchez la Femme,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options']",236,4,90
Koi Sushi Bar,Athens,"['Japanese', 'Sushi', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",237,3.5,586
Upper House,Athens,"['Bar', 'Cafe', 'Greek', 'Grill', 'Pub', 'Soups']",238,4.5,40
Korova,Athens,"['Bar', 'Greek', 'Contemporary', 'Pub', 'Vegetarian Friendly', 'Vegan Options']",239,5,52
Streetwok,Athens,"['Chinese', 'Fast Food', 'Asian', 'Fusion', 'Vegetarian Friendly', 'Vegan Options']",240,4.5,62
Barley Cargo,Athens,"['Bar', 'Pub', 'Brew Pub', 'Greek']",241,4.5,110
HOPS beer and burger,Athens,"['American', 'Bar', 'Pub', 'Gastropub', 'Vegetarian Friendly']",242,4.5,117
Mavros Gatos,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly']",243,4.5,70
Cupola,Athens,"['Italian', 'Pizza', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options']",244,4.5,56
BoBo Wine Bar,Athens,"['Mediterranean', 'Greek', 'Bar', 'European', 'Wine Bar', 'Vegan Options']",245,4.5,65
Osaka Sushi Bar,Athens,"['Japanese', 'Asian', 'Seafood', 'Sushi', 'Vegetarian Friendly', 'Vegan Options']",246,4.5,82
Ble Papagalos,Athens,"['Cafe', 'Wine Bar', 'Bar']",247,4,94
Oxo Nou,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options']",248,4.5,172
Etnico,Athens,"['Indian', 'Mexican', 'Latin', 'Middle Eastern', 'Central American', 'Arabic', 'Vegetarian Friendly', 'Vegan Options']",249,4.5,88
Kotili,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options']",250,4,653
Ouzeri tou Laki,Athens,"['Seafood', 'Mediterranean', 'Greek']",251,4.5,68
Meatropoleos 3,Athens,"['Steakhouse', 'Mediterranean', 'Barbecue', 'Greek', 'Vegetarian Friendly']",252,4.5,294
New Hotel,Athens,"['European', 'Vegetarian Friendly', 'Gluten Free Options']",253,4.5,93
Grill House Aischylou,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options']",254,4,210
Wabi Sabi,Athens,"['Chinese', 'Sushi', 'Asian', 'Japanese', 'Vietnamese', 'Vegetarian Friendly', 'Vegan Options']",255,4.5,91
Gazi College,Athens,"['Bar', 'Pizza', 'Cafe', 'Greek', 'International', 'Vegetarian Friendly', 'Vegan Options']",256,4,224
Filippou,Athens,"['Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",257,4,132
